Id,airline,username,retweet_count,text,timestamp,location
27,Virgin America,AdamSinger,0,@VirginAmerica do you miss me? Don't worry we'll be together very soon.,2015-02-24 05:44:59 -0800,"San Francisco, CA"
28,Virgin America,blackjackpro911,0,@VirginAmerica amazing to me that we can't get any cold air from the vents. #VX358 #noair #worstflightever #roasted #SFOtoBOS,2015-02-24 05:05:28 -0800,"San Mateo, CA & Las Vegas, NV"
29,Virgin America,TenantsUpstairs,0,@VirginAmerica LAX to EWR - Middle seat on a red eye. Such a noob maneuver. #sendambien #andchexmix,2015-02-23 23:34:30 -0800,Brooklyn
30,Virgin America,jordanpichler,0,"@VirginAmerica hi! I just bked a cool birthday trip with you, but i can't add my elevate no. cause i entered my middle name during Flight Booking Problems 😢",2015-02-23 22:52:29 -0800,
31,Virgin America,JCervantezzz,0,@VirginAmerica Are the hours of operation for the Club at SFO that are posted online current?,2015-02-23 21:35:43 -0800,"California, San Francisco"
32,Virgin America,Cuschoolie1,0,"@VirginAmerica help, left expensive headphones on flight 89 IAD to LAX today. Seat 2A. No one answering L&amp;F number at LAX!",2015-02-23 21:10:41 -0800,Washington DC
33,Virgin America,amanduhmccarty,0,"@VirginAmerica awaiting my return phone call, just would prefer to use your online self-service option :(",2015-02-23 20:55:30 -0800,
34,Virgin America,NorthTxHomeTeam,0,@VirginAmerica this is great news!  America could start flights to Hawaii by end of year http://t.co/r8p2Zy3fe4 via @Pacificbiznews,2015-02-23 20:24:33 -0800,Texas
35,Virgin America,miaerolinea,0,Nice RT @VirginAmerica: Vibe with the moodlight from takeoff to touchdown. #MoodlitMonday #ScienceBehindTheExperience http://t.co/Y7O0uNxTQP,2015-02-23 18:46:00 -0800,Worldwide
36,Virgin America,Nicsplace,0,@VirginAmerica Moodlighting is the only way to fly! Best experience EVER! Cool and calming. 💜✈ #MoodlitMonday,2015-02-23 18:43:35 -0800,Central Texas
37,Virgin America,Nicsplace,0,"@VirginAmerica @freddieawards Done and done! Best airline around, hands down!",2015-02-23 18:19:47 -0800,Central Texas
38,Virgin America,elisha_malulani,0,@VirginAmerica when can I book my flight to Hawaii??,2015-02-23 17:54:09 -0800,i'm creating a monster 
39,Virgin America,DannyDouglass,0,@VirginAmerica Your chat support is not working on your site: http://t.co/vhp2GtDWPk,2015-02-23 17:41:58 -0800,"San Francisco, CA"
40,Virgin America,jamesferrandini,0,"@VirginAmerica View of downtown Los Angeles, the Hollywood Sign, and beyond that rain in the mountains! http://t.co/Dw5nf0ibtr",2015-02-23 17:32:54 -0800,
41,Virgin America,will_lenzenjr,0,"@VirginAmerica Hey, first time flyer next week - excited! But I'm having a hard time getting my flights added to my Elevate account. Help?",2015-02-23 17:00:40 -0800,Iowa City
42,Virgin America,GottAmanda,0,@VirginAmerica plz help me win my bid upgrade for my flight 2/27 LAX---&gt;SEA!!!  🍷👍💺✈️,2015-02-23 16:24:11 -0800,Los Angeles
43,Virgin America,KGervaise,0,@VirginAmerica I have an unused ticket but moved to a new city where you don't fly. How can I fly with you before it expires? #travelhelp,2015-02-23 16:20:38 -0800,Georgia
44,Virgin America,papamurat,0,@VirginAmerica are flights leaving Dallas for Seattle on time Feb 24?,2015-02-23 16:13:09 -0800,
45,Virgin America,arieldaie,0,@VirginAmerica I'm #elevategold for a good reason: you rock!!,2015-02-23 16:08:07 -0800,Los Angeles
46,Virgin America,vacations7,0,@VirginAmerica  DREAM http://t.co/oA2dRfAoQ2 http://t.co/lWWdAc2kHx,2015-02-23 16:04:28 -0800,Turks and caicos
47,Virgin America,ChelseaPoe666,0,@VirginAmerica wow this just blew my mind,2015-02-23 16:01:25 -0800,Oakland via Midwest 
48,Virgin America,BobGlavinVO,0,@VirginAmerica @ladygaga @carrieunderwood After last night #tribute #SoundOfMusic #Oscars2015 @ladygaga! I think @carrieunderwood agree,2015-02-23 16:01:17 -0800,"New York, NY"
49,Virgin America,lisaaiko,0,@VirginAmerica @ladygaga @carrieunderwood All were entertaining,2015-02-23 15:58:00 -0800,
50,Virgin America,grantbrowne,0,"@VirginAmerica Is flight 769 on it's way? Was supposed to take off 30 minutes ago. Website still shows ""On Time"" not ""In Flight"". Thanks.",2015-02-23 15:55:18 -0800,Worldwide
51,Virgin America,joyabsalon,0,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews all the way though @ladygaga was very impressive! NO to @Carrieunderwood,2015-02-23 15:46:46 -0800,Northern Virginia
52,Virgin America,2v,0,@VirginAmerica wish you flew out of Atlanta... Soon?,2015-02-23 15:36:51 -0800,Los Angeles / Atlanta
53,Virgin America,KSmithFoundHere,0,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews. Hands down.,2015-02-23 15:24:09 -0800,
54,Virgin America,papamurat,0,@VirginAmerica Will flights be leaving Dallas for LA on February 24th?,2015-02-23 15:19:41 -0800,
55,Virgin America,murphicus,0,@VirginAmerica hi! i'm so excited about your $99 LGA-&gt;DAL deal- but i've been trying 2 book since last week &amp; the page never loads. thx!,2015-02-23 15:05:09 -0800,"new york, new york"
56,Virgin America,VinnieFerra,0,@VirginAmerica you know it. Need it on my spotify stat #guiltypleasures,2015-02-23 15:04:29 -0800,"brooklyn, Ny"
57,Virgin America,KevinDemsi,0,@VirginAmerica @ladygaga @carrieunderwood  I'm Lady Gaga!!! She is amazing! 😊,2015-02-23 14:40:33 -0800,"Bali, Republic of Indonesia"
58,Virgin America,giffgaffman,0,@VirginAmerica @ladygaga @carrieunderwood - Carrie!,2015-02-23 14:40:19 -0800,"UK, USA. "
59,Virgin America,HanlonBrothers,0,@VirginAmerica New marketing song? https://t.co/F2LFULCbQ7 let us know what you think?,2015-02-23 14:37:42 -0800,"Gold Coast, Australia"
60,Virgin America,emilybg78,0,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews first but Lady Gaga wow'd me last night. Carrie? Meh.,2015-02-23 14:36:58 -0800,"Stockton, CA"
61,Virgin America,rachie1126,0,@VirginAmerica I called a 3-4 weeks ago about adding 3 flights from 2014 to my Elevate...they still haven't shown up...help!,2015-02-23 14:35:50 -0800,"New York, NY"
62,Virgin America,adawson66,0,"@VirginAmerica @ladygaga @carrieunderwood all are great , but I have to go with #CarrieUnderwood 😍👌",2015-02-23 14:30:13 -0800,
63,Virgin America,SocialPLC,0,"@VirginAmerica @LadyGaga @CarrieUnderwood Sorry, Mary Martin had it first!",2015-02-23 14:26:53 -0800,"Twin Cities, Minn."
64,Virgin America,jeffreymace01,0,@VirginAmerica @ladygaga @carrieunderwood  love all three but you really can't beat the classics!,2015-02-23 14:25:09 -0800,
65,Virgin America,1stcrown,0,@VirginAmerica Flight 0736 DAL to DCA 2/24 2:10pm. Tried to check in could not. Status please.,2015-02-23 14:09:06 -0800,USA
66,Virgin America,onerockgypsy,0,@VirginAmerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/,2015-02-23 13:46:30 -0800,next city
67,Virgin America,noelduan,0,"@VirginAmerica Hi, Virgin! I'm on hold for 40-50 minutes -- are there any earlier flights from LA to NYC tonight; earlier than 11:50pm?",2015-02-23 13:35:23 -0800,SF ↔ NY
68,Virgin America,Travelzoo,0,@VirginAmerica Congrats on winning the @Travelzoo award for Best Deals from an Airline (US) http://t.co/kj1iljaebV,2015-02-23 13:30:10 -0800,"New York, NY"
69,Virgin America,gianagon,0,@VirginAmerica everything was fine until you lost my bag,2015-02-23 13:08:21 -0800,New York + Panama
70,Virgin America,bxchen,0,@virginamerica Need to change reservation. Have Virgin credit card. Do I need to modify on phone to waive change fee? Or can I do online?,2015-02-23 12:47:52 -0800,"San Francisco, CA"
71,Virgin America,seimatrun,0,@VirginAmerica I emailed your customer service team. Let me know if you need the tracking number.,2015-02-23 12:00:17 -0800,Los Angeles
72,Virgin America,jamied7,0,"@VirginAmerica hi I just booked a flight but need to add baggage, how can I do this?",2015-02-23 11:56:37 -0800,"London, England"
73,Virgin America,seimatrun,0,@VirginAmerica your airline is awesome but your lax loft needs to step up its game. $40 for dirty tables and floors? http://t.co/hy0VrfhjHt,2015-02-23 11:46:16 -0800,Los Angeles
74,Virgin America,mrmichaellay,0,"@VirginAmerica not worried, it's been a great ride in a new plane with great crew. All airlines should be like this.",2015-02-23 11:32:31 -0800,Floridian from Cincinnati 
75,Virgin America,TaylorLumsden,0,@VirginAmerica awesome. I flew yall Sat morning. Any way we can correct my bill ?,2015-02-23 11:28:46 -0800,"Dallas, Texas"
76,Virgin America,campusmoviefest,0,"@VirginAmerica Or watch some of the best student films in the country at 35,000 feet! #CMFat35000feet http://t.co/KEK5pDMGiF",2015-02-23 11:24:18 -0800,USA
77,Virgin America,TaylorLumsden,0,@VirginAmerica first time flying you all. do you have a different rate/policy for media Bags? Thanks,2015-02-23 11:22:16 -0800,"Dallas, Texas"
78,Virgin America,meme_meng,0,@VirginAmerica what is going on with customer service? Is there anyway to speak to a human asap? Thank you.,2015-02-23 11:02:02 -0800,
79,Virgin America,kyle_romanoff,0,@VirginAmerica what happened to Doom?!,2015-02-23 10:58:43 -0800,
80,Virgin America,GunsNDip,0,@VirginAmerica why can't you supp the biz traveler like @SouthwestAir  and have customer service like @JetBlue #neverflyvirginforbusiness,2015-02-23 10:56:25 -0800,
81,Virgin America,artisticwritr87,0,@VirginAmerica I've applied more then once to be a member of the #inflight crew team...Im 100% interested. #flightattendant #dreampath -G,2015-02-23 10:56:16 -0800,"Seattle, WA"
82,Virgin America,arieldaie,0,@VirginAmerica you're the best!! Whenever I (begrudgingly) use any other airline I'm delayed and Late Flight :(,2015-02-23 10:54:47 -0800,Los Angeles
83,Virgin America,GunsNDip,0,@VirginAmerica I have no interesting flying with you after this. I will Cancelled Flight my next four flights I planned.#neverflyvirginforbusiness,2015-02-23 10:54:36 -0800,
84,Virgin America,GunsNDip,0,@VirginAmerica it was a disappointing experience which will be shared with every business traveler I meet. #neverflyvirgin,2015-02-23 10:38:14 -0800,
85,Virgin America,jsatk,0,@VirginAmerica I’m having trouble adding this flight my wife booked to my Elevate account. Help? http://t.co/pX8hQOKS3R,2015-02-23 10:29:19 -0800,"Lower Pacific Heights, SF, CA"
86,Virgin America,serenaklal,0,@VirginAmerica Can't bring up my reservation online using Flight Booking Problems code,2015-02-23 10:15:00 -0800,Chicago
87,Virgin America,openambit1,0,@VirginAmerica Random Q: what's the distribution of elevate avatars? I bet that kitty has a disproportionate share http://t.co/APtZpuROp4,2015-02-23 10:09:30 -0800,
88,Virgin America,cabowine,0,@VirginAmerica I &lt;3 Flying VA But Life happens and I am trying to #change my trip JPERHI  Can you help.VA home page will not let me ?,2015-02-23 10:04:47 -0800,"Los Cabos,Mexico"
89,Virgin America,MaryAnnTaylorT,0,@VirginAmerica Why is the site down?  When will it be back up?,2015-02-23 09:57:42 -0800,"New York, NY"
90,Virgin America,RamotControl,0,"@VirginAmerica ""You down with RNP?"" ""Yeah you know me!""",2015-02-23 09:45:23 -0800,
91,Virgin America,losermelon,0,"@VirginAmerica hi, i did not get points on my elevate account for my most recent flight, how do i add the flight and points to my account?",2015-02-23 09:35:03 -0800,
92,Virgin America,AlisonK33774854,0,@VirginAmerica I like the TV and interesting video . Just disappointed in Cancelled Flightled flight when other flights went out to jfk on Saturday .,2015-02-23 09:29:00 -0800,
93,Virgin America,GunsNDip,0,"@VirginAmerica just landed in LAX, an hour after I should of been here. Your no Late Flight bag check is not business travel friendly #nomorevirgin",2015-02-23 09:28:26 -0800,
94,Virgin America,yazdanagh,0,@VirginAmerica why is flight 345 redirected?,2015-02-23 09:26:37 -0800,
95,Virgin America,MerchEngines,0,"@VirginAmerica Is it me, or is your website down?  BTW, your new website isn't a great user experience.  Time for another redesign.",2015-02-23 09:25:41 -0800,"Los Angeles, CA"
96,Virgin America,ColorCartel,0,@VirginAmerica I can't check in or add a bag. Your website isn't working. I've tried both desktop and mobile http://t.co/AvyqdMpi1Y,2015-02-23 09:18:42 -0800,"Austin, TX"
97,Virgin America,MustBeSpoken,0,@VirginAmerica - Let 2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin? #uncomfortable,2015-02-23 09:11:12 -0800,
98,Virgin America,mattbunk,0,@virginamerica What is your phone number. I can't find who to call about a flight reservation.,2015-02-23 08:29:21 -0800,"Sterling Heights, MI"
99,Virgin America,louisjenny,0,@VirginAmerica is anyone doing anything there today?  Website is useless and no one is answering the phone.,2015-02-23 08:19:59 -0800,Washington DC
100,Virgin America,STravelsW,0,@VirginAmerica trying to add my boy Prince to my ressie. SF this Thursday @VirginAmerica from LAX http://t.co/GsB2J3c4gM,2015-02-23 08:19:49 -0800,"Manhattan Beach, CA"
101,Virgin America,GunsNDip,0,@VirginAmerica why must a traveler miss a flight to Late Flight check a bag?  I missed my morning appointments and you lost my business. #sfo2lax,2015-02-23 08:11:03 -0800,
102,Virgin America,joeyrenagade,0,@VirginAmerica check out new music http://t.co/maRcnOCWzn,2015-02-23 08:08:08 -0800,Greater Los Angeles
103,Virgin America,mrmichaellay,0,@virginamerica how's a direct flight FLL-&gt;SFO have unexpected layover in Vegas 4 fuel yet peeps next to me bought for Vegas flight. #sneaky,2015-02-23 08:08:01 -0800,Floridian from Cincinnati 
104,Virgin America,GunsNDip,0,@VirginAmerica your no Late Flight bag check just lost you my business. I missed flight and AM apt. Three other people on flight had same exp.,2015-02-23 07:51:37 -0800,
105,Virgin America,TheDuchessSF,0,"@VirginAmerica - amazing customer  service, again! 💕💕 RaeAnn in SF - she's the best! #customerservice #virginamerica #flying",2015-02-23 07:50:35 -0800,Online
106,Virgin America,BeLeather,0,@VirginAmerica called your service line and was hung up on. This is awesome. #sarcasm,2015-02-23 07:40:39 -0800,
107,Virgin America,BeLeather,0,@VirginAmerica your site is tripping. I'm trying to check in and I'm getting the plain text version. I am reluctant to enter any card info.,2015-02-23 07:40:05 -0800,
108,Virgin America,drcaseydrake,0,@VirginAmerica I was scheduled for SFO 2 DAL flight 714 today. Changed to 24th due weather. Looks like flight still on?,2015-02-23 07:28:43 -0800,"Dallas, TX"
109,Virgin America,flyfromWAS,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/tZZJhuIbCH #CheapFlights #FareCompare",2015-02-23 06:57:25 -0800,"Washington, DC"
110,Virgin America,flyfromSEA,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/RPdBpX3wNd #CheapFlights #FareCompare",2015-02-23 06:57:24 -0800,Seattle
111,Virgin America,flyfromNYC,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/B2Xi4YG5T8 #CheapFlights #FareCompare",2015-02-23 06:57:24 -0800,"New York City, NY"
112,Virgin America,flyfromLAX,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/QDlJHslOI5 #CheapFlights #FareCompare",2015-02-23 06:57:24 -0800,"Los Angeles, CA"
113,Virgin America,Silvanabfer,0,@VirginAmerica Have a great week 🌞✈,2015-02-23 06:51:01 -0800,
114,Virgin America,AdamJdubs,0,@VirginAmerica come back to #PHL already. We need you to take us out of this horrible cold. #pleasecomeback http://t.co/gLXFwP6nQH,2015-02-23 06:07:54 -0800,Earth
115,Virgin America,nicholas_v,0,"@VirginAmerica should I be concerned that I am about to fly on a plane that needs to be delayed due to a ""tech stop""?",2015-02-23 05:15:06 -0800,
116,Virgin America,tstashajones,0,"@VirginAmerica is the best airline I have flown on.Easy to change your reservation,helpful representatives &amp; a comfortable flying experience",2015-02-23 03:01:39 -0800,"Halifax, Nova Scotia, Canada"
117,Virgin America,SkateMamas,0,@VirginAmerica and again! Another rep kicked butt! Naelah represents your team so beautifully!! Thank you!!!,2015-02-23 00:35:42 -0800,"Los Angeles, CA"
118,Virgin America,dngoo,0,@VirginAmerica your beautiful front-end design is down right now; but it was cool to still book my ticket b/c all your back-end was secure.,2015-02-23 00:21:40 -0800,"Near a park, water, or lights"
119,Virgin America,SamBrittenham,0,"@VirginAmerica Love the team running Gate E9 at LAS tonight. Waited for a delayed flight, and they kept things entertaining",2015-02-23 00:06:55 -0800,USA
120,Virgin America,usagibrian,0,@VirginAmerica Use another browser! 2015 &amp; a brand with a reputation built on tech response doesn't have a cross-browser compatible website?,2015-02-22 22:39:18 -0800,San Francisco CA
121,Virgin America,usagibrian,0,"@VirginAmerica And now the flight Flight Booking Problems site is totally down. Folks, what is the problem?",2015-02-22 22:11:07 -0800,San Francisco CA
122,Virgin America,KindofLuke,0,@VirginAmerica I like the customer service but a 40 min delay just for connecting passengers seems too long. VA370,2015-02-22 21:56:44 -0800,
123,Virgin America,ptbrodie,0,@VirginAmerica thanks to your outstanding NYC-JFK crew who moved mountains to get me home to San Francisco tonight!,2015-02-22 20:23:27 -0800,San Francisco
124,Virgin America,cheryleng,0,@VirginAmerica you have the absolute best team and customer service ever.  Every time I fly with you I'm delighted.  Thank you!,2015-02-22 17:48:33 -0800,
125,Virgin America,HishamSharaby,0,"@VirginAmerica Do you provide complimentary upgrades to first class, if there are available seats?",2015-02-22 17:45:25 -0800,New York
126,Virgin America,ChrisFordisHere,0,@VirginAmerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!,2015-02-22 17:14:06 -0800,NYC
127,Virgin America,JKF1897,0,@VirginAmerica completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time. #VAbeatsJblue,2015-02-22 16:18:33 -0800,
128,Virgin America,F6x,0,@VirginAmerica How can I watch the #Oscars2015 on my JFK-&gt;SFO flight?,2015-02-22 16:05:07 -0800,"San Francisco, CA"
129,Virgin America,lawyang588,0,@VirginAmerica is flight 882 Cancelled Flightled and what do I do if it is?,2015-02-22 15:41:51 -0800,
130,Virgin America,melokudo,0,@VirginAmerica you are failing your customers because your check in process does not link to TSA pre-check.,2015-02-22 15:40:12 -0800,
131,Virgin America,ChrysiChrysic,0,@VirginAmerica @FiDiFamilies us too! Terrible airline! Just gave us a hotel hotline number and said sorry,2015-02-22 15:06:19 -0800,
132,Virgin America,nikkisixxfan93,0,@VirginAmerica has flight number 276 from SFO to Cabo San Lucas arrived yet?,2015-02-22 15:03:35 -0800,"Sacramento,California"
133,Virgin America,ChrysiChrysic,0,@VirginAmerica @ChrysiChrysic your assistance yesterday when u Cancelled Flightled our flight was to give us a hotel hotline  Shame on you!,2015-02-22 15:02:11 -0800,
134,Virgin America,MOCBlogger,0,@VirginAmerica Another delayed flight? #likingyoulessandless,2015-02-22 14:49:31 -0800,San Diego
135,Virgin America,tfaz,0,@VirginAmerica I need to register a service dog for a first class ticket from SFO &gt; Dulles. The phone queue is an hour or longer. Pls advise,2015-02-22 14:39:09 -0800,"Oakland, California"
136,Virgin America,lisaptv,1,@virginamerica you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars2015,2015-02-22 14:32:14 -0800,
137,Virgin America,dropapp,0,"@VirginAmerica, @reallytallchris dropped a track on you... https://t.co/zv2pt6TRK9",2015-02-22 14:31:43 -0800,
138,Virgin America,HollywoodHotMom,0,@VirginAmerica always!!! Xoxo,2015-02-22 14:09:50 -0800,All Over!
139,Virgin America,GoShar2012,0,@VirginAmerica why can't we book seats on your flights when we buy them or even during check in? Creates so much anxiety! #frustrated,2015-02-22 14:07:43 -0800,"Providence, RI"
140,Virgin America,MOCBlogger,0,@VirginAmerica You'd think paying an extra $100 bucks RT for luggage might afford you hiring an extra hand at @sfo #lame,2015-02-22 14:03:34 -0800,San Diego
141,Virgin America,SkateMamas,0,@VirginAmerica best customer service rep in the world! #irmafromDallas takes the cake!!!,2015-02-22 13:55:28 -0800,"Los Angeles, CA"
142,Virgin America,FiDiFamilies,0,@VirginAmerica Can you find us a flt out of LAX that is sooner than midnight on Monday? That would be great customer service 😃,2015-02-22 13:49:59 -0800,New York City 
143,Virgin America,jarrydosborne,0,@VirginAmerica please provide status for flight 769.  I cant imagine it's on time as the Web indicates  dude to weather here and/or Dallas,2015-02-22 13:47:02 -0800,New York
144,Virgin America,HollywoodHotMom,0,@VirginAmerica you have amazing staff &amp; super helpful as I just ran the @WaltDisneyWorld #PrincessHalf they have spoiled me with comfort!!!,2015-02-22 13:45:41 -0800,All Over!
145,Virgin America,mlorenzen,0,"@VirginAmerica I paid the premium to fly you across the country, you Cancelled Flight my flight and offer no check fee or upgrade love? Sad face :(",2015-02-22 13:29:34 -0800,"iPhone: 29.741360,-90.131523"
146,Virgin America,Tyler_Starrine,0,@VirginAmerica question: is it not possible to book a seat for an infant under 2? It's not giving me the option but we want a seat for him.,2015-02-22 13:23:03 -0800,Los Angeles
147,Virgin America,jessicajaymes,2,Always have it together!!! You're welcome! RT @VirginAmerica: @jessicajaymes You're so welcome.,2015-02-22 12:49:25 -0800,"hollywood, california"
148,Virgin America,livingfitly,0,@virginamerica #flight home to #dc #sunset #globe in' #backtowinter back to #work! #refreshed http://t.co/VX9vBCTdLf,2015-02-22 12:35:49 -0800,"Washington, DC"
149,Virgin America,khartline,0,.@VirginAmerica I don't understand why you need a DM to give me an answer on if you have a damaged luggage policy.,2015-02-22 12:34:26 -0800,Las Vegas
150,Virgin America,khartline,0,.@VirginAmerica does that mean you don't have a policy for destroyed luggage?,2015-02-22 12:27:38 -0800,Las Vegas
151,Virgin America,MACRoxburgh,0,@VirginAmerica is there special assistance if I travel alone w/2 kids and 1 infant? Priority boarding?,2015-02-22 11:56:57 -0800,
152,Virgin America,paulnakada,0,@VirginAmerica thank you for checking in. tickets are purchased and customer is happy ;-),2015-02-22 11:33:40 -0800,San Francisco
153,Virgin America,wildcatdad,0,@VirginAmerica is your website ever coming back online?,2015-02-22 11:13:18 -0800,
154,Virgin America,RheaThurman1,0,"@VirginAmerica  - Is Flight 713 from Love Field to SFO definitely Cancelled Flightled for Monday, February 23?",2015-02-22 11:10:37 -0800,
155,Virgin America,Osiris91780,0,@VirginAmerica Is flight 0769 out of LGA to DFW on time?,2015-02-22 11:10:30 -0800,
156,Virgin America,HeatherWhoo,0,@VirginAmerica my drivers license is expired by a little over a month. Can I fly Friday morning using my expired license?,2015-02-22 11:10:27 -0800,
157,Virgin America,paulnakada,0,@VirginAmerica having problems Flight Booking Problems on the web site. keeps giving me an error and to contact by phone.  phone is 30 minute wait.,2015-02-22 11:02:26 -0800,San Francisco
158,Virgin America,RampantSmashing,0,@VirginAmerica How do I reschedule my Cancelled Flightled flights online? The change button is greyed out!,2015-02-22 11:01:38 -0800,CA
159,Virgin America,intlwriter,0,"@VirginAmerica I rang, but there is a wait for 35 minutes!! I can book the same ticket through a vendor, fix your site",2015-02-22 10:38:45 -0800,@ the moment in New Delhi
160,Virgin America,finslippy,0,"@VirginAmerica got a flight (we were told) for 4:50 today..,checked my email and its for 4;50 TOMORROW. This is unacceptable.",2015-02-22 10:30:17 -0800,Brooklyn
161,Virgin America,finslippy,0,"@VirginAmerica our flight into lga was Cancelled Flighted. We're stuck in Dallas. I called to reschedule, told I could get a flight for today...(1/2)",2015-02-22 10:29:19 -0800,Brooklyn
162,Virgin America,Gr8Fratsby,0,@virginamerica why don't any of the pairings include red wine?! Only white is offered :( #redwineisbetter,2015-02-22 10:19:45 -0800,"Washington, DC"
163,Virgin America,sbaaronson,0,@VirginAmerica is the website down?,2015-02-22 08:56:00 -0800,Los Angeles
164,Virgin America,jonesbasf,0,@VirginAmerica - Your site seems a little wonked right now. May want to have a look. Tried on two browsers. No CSS? http://t.co/8qsQMM7KF2,2015-02-22 08:53:08 -0800,
165,Virgin America,Gr8Fratsby,0,@VirginAmerica I'm disappointed that the agent at the designated silver status check in line @Dulles_Airport closed to assist all pasengers,2015-02-22 05:51:43 -0800,"Washington, DC"
